shipment_id,from_city,to_city,distance_km,weight_kg,volume_m3,cargo_type,carrier,cost_rub,base_cost_per_km,date,status,delivery_days,carrier_reliability,cargo_fragility,customer_id,customer_segment,insurance,insurance_cost,fuel_surcharge,priority,payment_method,has_return,return_cost
395,Москва,Санкт-Петербург,710,53,0.03,Медицина,Грузовоз,18255.19,20.01,2023-06-07,Задержан,,0.9,0.9,2518,C,True,365.1,1970.75,Экспресс,Предоплата,False,0.0
396,Москва,Самара,1145,4134,4.55,Химия,Байкал Сервис,75780.79,34.15,2023-06-19,Доставлен,1.0,0.93,0.7,4528,B,True,1515.62,9525.1,Стандарт,50/50,False,0.0
397,Москва,Ростов-на-Дону,2274,3018,1.21,Одежда,Деловые Линии,42996.69,16.99,2023-04-30,Доставлен,4.0,0.95,0.2,3255,B,False,0.0,4813.51,Экспресс,Постоплата,False,0.0
398,Казань,Москва,800,4189,4.61,Химия,ЖДД,47163.51,34.55,2023-09-06,Доставлен,1.0,0.98,0.7,1785,B,False,0.0,3544.24,Супер-экспресс,Предоплата,True,37730.81
399,Санкт-Петербург,Нижний Новгород,620,1493,1.79,Автозапчасти,Деловые Линии,29812.71,38.83,2023-10-17,Доставлен,3.0,0.95,0.4,7385,B,True,596.25,2933.07,Стандарт,50/50,False,0.0
400,Москва,Санкт-Петербург,710,4707,1.88,Одежда,Деловые Линии,37709.36,35.66,2023-06-29,В пути,,0.95,0.2,1059,A,True,0.0,5211.94,Стандарт,Предоплата,False,0.0
401,Красноярск,Москва,356,4655,2.33,Медицина,ЖДД,17974.31,22.09,2023-10-02,Доставлен,3.0,0.98,0.9,6375,A,False,0.0,1080.76,Экспресс,50/50,False,0.0
402,Москва,Новосибирск,2800,4606,5.53,Автозапчасти,Мэйджор,72474.16,16.42,2023-08-22,Задержан,,0.99,0.4,9315,A,True,1449.48,8668.95,Экспресс,Постоплата,False,0.0
403,Красноярск,Нижний Новгород,559,4968,2.98,Канцелярия,Мэйджор,27580.87,27.58,2023-11-05,Доставлен,3.0,0.99,0.3,1979,A,False,0.0,3095.54,Экспресс,Предоплата,False,0.0
404,Новосибирск,Нижний Новгород,1400,4107,4.52,Химия,ПЭК,100219.44,42.64,2023-02-16,Доставлен,3.0,0.92,0.7,1867,A,True,0.0,6464.99,Экспресс,Предоплата,False,0.0
405,Екатеринбург,Челябинск,2159,317,0.22,Продукты,ЖДД,59479.31,29.96,2023-12-12,Доставлен,5.0,0.98,0.6,3101,C,True,0.0,5497.78,Стандарт,Постоплата,False,0.0
406,Самара,Новосибирск,1263,3029,2.73,Мебель,Грузовоз,77617.03,46.85,2023-08-06,Доставлен,1.0,0.9,0.5,2111,B,False,0.0,5521.85,Экспресс,Предоплата,False,0.0
407,Самара,Санкт-Петербург,298,3223,1.29,Одежда,Деловые Линии,11185.51,24.74,2023-06-19,Ожидает отправки,,0.95,0.2,7090,C,True,223.71,1610.34,Стандарт,Постоплата,False,8948.41
408,Екатеринбург,Самара,1301,1001,0.4,Игрушки,Энергия,85458.62,44.89,2023-08-27,Доставлен,1.0,0.96,0.4,7746,A,True,0.0,6853.38,Экспресс,Предоплата,False,0.0
409,Москва,Красноярск,1091,2883,3.46,Автозапчасти,ЖДД,38522.15,32.86,2023-06-12,Задержан,,0.98,0.4,2314,B,True,770.44,2126.0,Стандарт,50/50,False,30817.72
410,Москва,Новосибирск,2800,156,0.06,Игрушки,Байкал Сервис,50103.51,20.44,2023-01-07,Отменен,,0.93,0.4,5621,A,False,1002.07,7002.64,Экспресс,50/50,True,0.0
411,Москва,Омск,2354,4055,1.22,Электроника,ПЭК,157046.46,35.99,2023-05-19,Доставлен,3.0,0.92,0.8,2255,C,False,3140.93,16543.9,Стандарт,Постоплата,False,0.0
412,Челябинск,Санкт-Петербург,2624,4578,5.49,Автозапчасти,ЖДД,41753.2,15.03,2023-03-28,Доставлен,6.0,0.98,0.4,9788,B,False,0.0,3773.33,Супер-экспресс,Предоплата,False,0.0
413,Санкт-Петербург,Уфа,863,4243,1.27,Электроника,ЖДД,78770.9,49.7,2023-12-28,Доставлен,2.0,0.98,0.8,4916,B,False,0.0,7313.04,Стандарт,Предоплата,False,0.0
414,Санкт-Петербург,Москва,710,3477,1.39,Одежда,Энергия,27510.32,23.84,2023-08-13,Доставлен,1.0,0.96,0.2,6255,C,True,0.0,1873.35,Стандарт,Предоплата,True,0.0
415,Омск,Москва,1600,3866,4.64,Автозапчасти,ПЭК,66886.68,30.83,2023-06-01,Доставлен,3.0,0.92,0.4,5258,B,True,0.0,4239.4,Экспресс,Постоплата,False,0.0
416,Москва,Казань,800,4574,1.83,Одежда,Энергия,20798.37,17.83,2023-11-16,Доставлен,2.0,0.96,0.2,8395,A,True,415.97,1906.24,Супер-экспресс,Постоплата,False,0.0
417,Красноярск,Челябинск,2865,3460,1.38,Игрушки,Ратэк,104943.86,31.91,2023-10-15,В пути,,0.91,0.4,2731,B,False,0.0,12667.2,Экспресс,Постоплата,False,0.0
418,Казань,Омск,1923,1094,0.44,Игрушки,Деловые Линии,80938.14,34.88,2023-01-10,Задержан,,0.95,0.4,7618,C,True,0.0,12129.24,Супер-экспресс,50/50,False,0.0
419,Екатеринбург,Красноярск,541,3417,2.05,Канцелярия,Деловые Линии,20799.65,29.47,2023-06-01,Задержан,,0.95,0.3,6046,C,True,0.0,1968.04,Стандарт,Постоплата,False,0.0
420,Санкт-Петербург,Екатеринбург,2200,2693,1.08,Одежда,ПЭК,60630.86,28.09,2023-03-18,Ожидает отправки,,0.92,0.2,6563,B,False,0.0,3106.27,Стандарт,Предоплата,False,0.0
421,Москва,Екатеринбург,1800,4780,1.43,Электроника,ЖДД,68131.9,21.79,2023-01-13,Доставлен,4.0,0.98,0.8,2017,B,False,0.0,6132.25,Экспресс,50/50,False,0.0
422,Москва,Челябинск,2157,3380,4.06,Автозапчасти,ПЭК,129887.38,46.29,2023-11-09,Доставлен,3.0,0.92,0.4,2159,A,False,0.0,18329.2,Супер-экспресс,50/50,True,103909.9
423,Красноярск,Новосибирск,984,4627,3.24,Продукты,Мэйджор,33930.48,16.57,2023-04-01,Доставлен,2.0,0.99,0.6,5039,A,False,0.0,4669.47,Супер-экспресс,Предоплата,False,0.0
424,Москва,Уфа,514,906,0.54,Канцелярия,Байкал Сервис,24856.37,49.7,2023-12-07,Доставлен,2.0,0.93,0.3,1846,C,False,497.13,3561.76,Супер-экспресс,Предоплата,True,0.0
425,Москва,Екатеринбург,1800,4155,3.74,Мебель,Байкал Сервис,113669.58,35.22,2023-03-27,Доставлен,3.0,0.93,0.5,3535,C,True,0.0,9541.88,Экспресс,Постоплата,False,0.0
426,Санкт-Петербург,Казань,1778,4838,5.32,Химия,Энергия,138535.69,36.24,2023-04-23,Доставлен,2.0,0.96,0.7,6653,B,True,2770.71,18685.13,Супер-экспресс,Постоплата,False,110828.55
427,Ростов-на-Дону,Москва,717,3728,1.49,Одежда,ПЭК,37029.9,38.33,2023-09-25,Доставлен,1.0,0.92,0.2,3457,A,True,0.0,4243.09,Стандарт,Постоплата,False,0.0
428,Москва,Екатеринбург,1800,1867,2.24,Автозапчасти,Ратэк,66896.29,30.99,2023-04-03,Доставлен,4.0,0.91,0.4,9720,A,False,0.0,7458.96,Стандарт,50/50,False,0.0
429,Самара,Москва,353,4978,5.97,Автозапчасти,Энергия,29422.2,40.02,2023-02-13,Доставлен,3.0,0.96,0.4,4423,C,True,0.0,1873.59,Супер-экспресс,Постоплата,False,0.0
430,Казань,Уфа,2583,861,0.26,Электроника,ПЭК,118327.43,35.36,2023-04-30,Доставлен,6.0,0.92,0.8,2040,C,True,0.0,6891.01,Экспресс,Предоплата,False,0.0
431,Новосибирск,Челябинск,1096,1030,0.31,Электроника,Деловые Линии,32164.81,18.29,2023-01-02,Доставлен,3.0,0.95,0.8,5993,B,False,0.0,3598.9,Экспресс,50/50,False,0.0
432,Санкт-Петербург,Красноярск,1824,2056,2.26,Химия,Ратэк,115473.87,46.88,2023-06-29,Доставлен,4.0,0.91,0.7,4995,C,True,0.0,16302.15,Супер-экспресс,Постоплата,False,0.0
433,Санкт-Петербург,Москва,710,970,0.58,Канцелярия,Энергия,36849.86,39.68,2023-04-18,Доставлен,3.0,0.96,0.3,2120,A,False,0.0,1873.46,Стандарт,Предоплата,True,0.0
434,Санкт-Петербург,Москва,710,2046,1.23,Канцелярия,Байкал Сервис,21191.34,26.41,2023-10-03,Доставлен,1.0,0.93,0.3,3307,C,False,0.0,3162.55,Экспресс,Постоплата,False,0.0
435,Казань,Омск,379,364,0.15,Игрушки,Мэйджор,14170.31,22.14,2023-10-26,Доставлен,1.0,0.99,0.4,4350,C,False,283.41,1567.89,Супер-экспресс,Постоплата,False,0.0
436,Екатеринбург,Новосибирск,1500,4005,2.8,Продукты,Энергия,74144.5,24.6,2023-06-09,В пути,,0.96,0.6,9324,B,False,0.0,7105.14,Стандарт,Постоплата,False,0.0
437,Екатеринбург,Новосибирск,1500,1519,0.76,Медицина,Ратэк,59328.77,22.27,2023-01-29,Доставлен,2.0,0.91,0.9,4646,A,True,0.0,4405.12,Стандарт,50/50,False,0.0
438,Новосибирск,Москва,1769,3127,1.56,Медицина,ПЭК,146635.41,41.92,2023-03-11,В пути,,0.92,0.9,1709,C,False,0.0,20300.55,Супер-экспресс,Предоплата,False,0.0
439,Санкт-Петербург,Ростов-на-Дону,1292,859,1.03,Автозапчасти,Мэйджор,83781.16,42.73,2023-11-14,Доставлен,3.0,0.99,0.4,1079,B,True,0.0,4755.82,Экспресс,50/50,False,0.0
440,Екатеринбург,Уфа,1915,450,0.18,Игрушки,Деловые Линии,82912.43,39.68,2023-11-23,В пути,,0.95,0.4,7508,C,False,0.0,10783.59,Стандарт,Предоплата,False,0.0
441,Москва,Новосибирск,2800,3285,0.99,Электроника,Грузовоз,126494.45,32.8,2023-07-24,Доставлен,3.0,0.9,0.8,7545,A,False,0.0,10445.32,Экспресс,Предоплата,False,0.0
442,Новосибирск,Екатеринбург,1629,4240,3.82,Мебель,Деловые Линии,87143.17,31.43,2024-01-07,Доставлен,4.0,0.95,0.5,4883,A,True,0.0,4962.21,Стандарт,Предоплата,False,0.0
443,Москва,Казань,800,3745,4.49,Автозапчасти,Грузовоз,44900.13,42.9,2023-05-11,Доставлен,1.0,0.9,0.4,9822,C,False,0.0,4430.45,Супер-экспресс,Предоплата,False,0.0
444,Санкт-Петербург,Новосибирск,1964,294,0.15,Медицина,ПЭК,45459.8,16.35,2023-02-10,Доставлен,2.0,0.92,0.9,7653,C,False,0.0,4227.59,Экспресс,Постоплата,False,0.0
445,Санкт-Петербург,Челябинск,789,4343,2.61,Канцелярия,ЖДД,31047.42,34.13,2023-07-13,Доставлен,3.0,0.98,0.3,6607,C,True,620.95,4035.04,Экспресс,Постоплата,False,0.0
446,Новосибирск,Уфа,3016,1540,3.85,Стройматериалы,ЖДД,42837.64,22.21,2023-08-07,В пути,,0.98,0.1,8104,B,False,0.0,5246.68,Супер-экспресс,50/50,False,0.0
447,Новосибирск,Ростов-на-Дону,2746,4057,1.22,Электроника,Энергия,218135.43,39.05,2024-01-14,Доставлен,3.0,0.96,0.8,3555,A,False,0.0,14054.04,Супер-экспресс,50/50,False,0.0
448,Санкт-Петербург,Красноярск,465,2263,1.36,Канцелярия,Деловые Линии,24475.22,33.94,2023-02-07,Ожидает отправки,,0.95,0.3,5621,A,True,0.0,2181.42,Стандарт,Постоплата,False,0.0
449,Самара,Москва,537,2803,1.4,Медицина,Грузовоз,34663.92,34.98,2023-01-14,Доставлен,3.0,0.9,0.9,9919,A,True,0.0,2741.09,Супер-экспресс,50/50,False,0.0
450,Санкт-Петербург,Ростов-на-Дону,2387,3485,1.39,Игрушки,Байкал Сервис,119336.06,37.43,2023-02-11,Доставлен,4.0,0.93,0.4,2712,C,True,2386.72,7963.04,Стандарт,50/50,True,0.0
451,Москва,Екатеринбург,1800,4169,2.5,Канцелярия,Деловые Линии,98775.23,35.98,2023-05-13,Доставлен,4.0,0.95,0.3,5098,A,True,0.0,13527.37,Супер-экспресс,50/50,False,0.0
452,Екатеринбург,Новосибирск,1500,554,0.28,Медицина,Энергия,45548.06,16.48,2023-11-08,Доставлен,3.0,0.96,0.9,7622,C,True,0.0,3730.08,Супер-экспресс,Постоплата,False,0.0
453,Нижний Новгород,Ростов-на-Дону,2631,1428,0.43,Электроника,Энергия,140754.18,29.4,2023-09-20,Доставлен,5.0,0.96,0.8,2883,C,False,0.0,7437.31,Экспресс,50/50,False,0.0
454,Москва,Казань,800,3181,2.23,Продукты,Деловые Линии,51882.8,39.67,2023-08-20,Доставлен,3.0,0.95,0.6,2022,B,False,1037.66,5535.95,Экспресс,Постоплата,False,0.0
455,Санкт-Петербург,Омск,2391,4545,11.36,Стройматериалы,ЖДД,32105.14,15.25,2023-01-22,Доставлен,2.0,0.98,0.1,5588,B,False,0.0,3929.09,Супер-экспресс,Предоплата,False,0.0
456,Москва,Екатеринбург,1800,3698,4.07,Химия,Байкал Сервис,120589.38,36.9,2023-07-05,Доставлен,3.0,0.93,0.7,7595,B,False,0.0,9157.33,Экспресс,Постоплата,False,0.0
457,Санкт-Петербург,Уфа,323,899,0.63,Продукты,Ратэк,9289.2,22.08,2023-09-29,Доставлен,3.0,0.91,0.6,2900,B,False,185.78,871.03,Супер-экспресс,50/50,False,0.0
458,Нижний Новгород,Самара,2269,3310,1.66,Медицина,Энергия,115334.18,22.46,2023-08-09,Доставлен,3.0,0.96,0.9,9173,C,False,2306.68,8922.25,Стандарт,Предоплата,False,0.0
459,Москва,Уфа,2287,1177,0.59,Медицина,Ратэк,54711.8,16.21,2023-01-21,Доставлен,3.0,0.91,0.9,8412,A,True,0.0,7824.83,Экспресс,Предоплата,False,0.0
460,Москва,Омск,2759,2128,2.34,Химия,Деловые Линии,181391.55,47.07,2024-01-25,Доставлен,5.0,0.95,0.7,5966,C,True,3627.83,9201.38,Экспресс,Постоплата,False,0.0
461,Санкт-Петербург,Самара,1107,2565,1.03,Одежда,Грузовоз,37477.82,33.78,2023-11-21,Доставлен,2.0,0.9,0.2,7414,B,True,749.56,2478.61,Стандарт,50/50,False,0.0
462,Санкт-Петербург,Красноярск,822,1478,1.77,Автозапчасти,Мэйджор,35075.98,28.42,2023-09-26,Доставлен,2.0,0.99,0.4,3215,A,True,0.0,3802.16,Экспресс,Постоплата,False,0.0
463,Москва,Омск,2154,4939,5.43,Химия,Деловые Линии,164352.96,37.61,2023-06-29,Доставлен,4.0,0.95,0.7,5003,B,False,3287.06,8771.36,Супер-экспресс,Постоплата,False,0.0
464,Москва,Уфа,1150,1030,2.58,Стройматериалы,Мэйджор,44724.27,36.5,2023-07-15,В пути,,0.99,0.1,1972,A,False,0.0,2896.38,Супер-экспресс,50/50,False,0.0
465,Омск,Нижний Новгород,1294,1718,0.86,Медицина,Мэйджор,50599.92,16.65,2023-05-04,Доставлен,3.0,0.99,0.9,5626,A,False,0.0,7515.62,Супер-экспресс,Предоплата,False,0.0
